Site_Code,Site_Name,Site_Status,Country,CP2 Region,Area_ha,Longitude,Latitude,Established_Date,Agency,WDPA_Code,source_file,mpa_type,load_timestamp,Pre-Designation Code,Non-marine interest features,cSAC Established Date,SCI Confirmation Date,SAC Designation Date
NEW_0254,Traeth Lafan,Site of Special Scientific Interest,United Kingdom,Unknown,2644.22251208226,,,01-01-1971,Unknown,139783.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814830,,,,,
NEW_0255,St.David'S Peninsula,Heritage Coast,United Kingdom,Unknown,14.3517999337654,,,01-01-1974,Unknown,4874.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814832,,,,,
NEW_0256,St.Brides Bay,Heritage Coast,United Kingdom,Unknown,1.5125639459894,,,01-01-1974,Unknown,4873.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814834,,,,,
NEW_0257,Holyhead Mountain,Heritage Coast,United Kingdom,Unknown,2.70021188931483,,,01-01-1973,Unknown,4865.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814841,,,,,
NEW_0258,Llyn Coast,Heritage Coast,United Kingdom,Unknown,20.089936033446502,,,01-01-1974,Unknown,4868.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814843,,,,,
NEW_0259,Isles of Scilly Sites - Lower Ridge to Innisvouls,Marine Conservation Zone,United Kingdom,Unknown,221.220816994156,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814845,,,,,
NEW_0260,Isles of Scilly Sites - Men a Vaur to White Island,Marine Conservation Zone,United Kingdom,Unknown,395.92555991043,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814847,,,,,
NEW_0261,Isles of Scilly Sites - Peninnis to Dry Ledge,Marine Conservation Zone,United Kingdom,Unknown,310.202809044684,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814849,,,,,
NEW_0262,Isles of Scilly Sites - Plympton to Spanish Ledge,Marine Conservation Zone,United Kingdom,Unknown,284.05521526427304,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814850,,,,,
NEW_0263,Swan Island,Nature Reserve,United Kingdom,Unknown,0.04001264234039,,,01-01-1972,Unknown,555785795.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814852,,,,,
NEW_0264,Isles of Scilly Sites - Smith Sound Tide Swept Channel,Marine Conservation Zone,United Kingdom,Unknown,157.19173519378,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814854,,,,,
NEW_0265,Isles of Scilly Sites - Tean,Marine Conservation Zone,United Kingdom,Unknown,140.342746508976,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814858,,,,,
NEW_0266,Dolphin Head Highly Protected Marine Area,Marine Conservation Zone,United Kingdom,Unknown,46536.5658212924,,,01-01-2023,Unknown,555785806.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814860,,,,,
NEW_0267,Allonby Bay Highly Protected Marine Area,Marine Conservation Zone,United Kingdom,Unknown,2741.9565062902498,,,01-01-2023,Unknown,555785807.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814865,,,,,
NEW_0268,Cumbria Coast - Zone 1,Marine Conservation Zone,United Kingdom,Unknown,1719.95079444069,,,01-01-2013,Unknown,555691674.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814867,,,,,
NEW_0269,Isles of Scilly Sites - Bishop to Crim,Marine Conservation Zone,United Kingdom,Unknown,768.370880186373,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814868,,,,,
NEW_0270,Isles of Scilly Sites - Gilstone to Gorregan,Marine Conservation Zone,United Kingdom,Unknown,139.62522196960302,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814870,,,,,
NEW_0271,Isles of Scilly Sites - Hanjague to Deep Ledge,Marine Conservation Zone,United Kingdom,Unknown,340.90596117456096,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814872,,,,,
NEW_0272,Isles of Scilly Sites - Higher Town,Marine Conservation Zone,United Kingdom,Unknown,226.979495253106,,,01-01-2013,Unknown,555559201.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814874,,,,,
NEW_0273,Sea of the Hebrides,Nature Conservation Marine Protected Area,United Kingdom,Unknown,1004000.95665141,,,01-01-2020,Unknown,555785915.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814878,,,,,
NEW_0274,Shiant East Bank,Nature Conservation Marine Protected Area,United Kingdom,Unknown,25207.3406291358,,,01-01-2020,Unknown,555785916.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814880,,,,,
NEW_0275,Southern Trench,Nature Conservation Marine Protected Area,United Kingdom,Unknown,239778.50229477,,,01-01-2020,Unknown,555785917.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814882,,,,,
NEW_0276,North-east Lewis,Nature Conservation Marine Protected Area,United Kingdom,Unknown,90608.5051355347,,,01-01-2020,Unknown,555785911.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814883,,,,,
NEW_0277,Red Rocks and Longay,Nature Conservation Marine Protected Area,United Kingdom,Unknown,1184.29626296165,,,01-01-2023,Unknown,555785913.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814888,,,,,
NEW_0278,North East of Farnes Deep Highly Protected Marine Area,Marine Conservation Zone,United Kingdom,Unknown,49180.7551737192,,,01-01-2023,Unknown,555785922.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814889,,,,,
NEW_0279,St.Dogmaels And Moylgrove,Heritage Coast,United Kingdom,Unknown,4.12986493041813,,,01-01-1974,Unknown,4876.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814891,,,,,
NEW_0280,Aberffraw Bay,Heritage Coast,United Kingdom,Unknown,1.64759842321815,,,01-01-1973,Unknown,4866.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814893,,,,,
NEW_0281,Trevose Head,Heritage Coast,United Kingdom,Unknown,1216.41793057753,,,01-01-1986,Unknown,4887.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814895,,,,,
NEW_0282,"French, Bush and Seal Cays",Sanctuary,United Kingdom,Unknown,0.0,,,01-01-1987,Unknown,13979.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814897,,,,,
NEW_0283,Molasses Reef Wreck,Area of Historical Interest,United Kingdom,Unknown,0.0,,,01-01-1992,Unknown,33144.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814898,,,,,
NEW_0284,HMS Endymion Wreck,Area of Historical Interest,United Kingdom,Unknown,0.0,,,01-01-1992,Unknown,61699.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814900,,,,,
NEW_0285,Inaccessible Island,Wildlife Reserve,United Kingdom,Unknown,0.0,,,01-01-1997,Unknown,312930.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814902,,,,,
