OBJECTID_1,Site_Name,Designation_Type,Link_to_CA,Link_to_GMA,Traffic_Light_Colour_using_80__,Notes,Number_of_Marine_Components,Perc_in_Fav_or_Unfav_Recover,GEOGRAPHIC_LOCATION,Country,EST_DATE,STATUS,SITE_CODE,LEAD,Features,Feature_Designation_Dates,Feature_Management_Approaches,Feature_Conditions,Feature_Favourable,Feature_Unfavourable_Recovering,Feature_Unfavourable_No_Change,Feature_Unfavourable_Declining,Feature_Partially_Destroyed,Feature_Destroyed,Feature_Not_Assessed
352,North Norfolk Coast,SAC,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK0019838&SiteName=the%20wash%20and&SiteNameDisplay=North+Norfolk+Coast+SAC&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,,Condition_Unknown,,1,,,England inshore,,,UK0019838,,"Waterbird assemblage; Common tern (Sterna hirundo), A193, b; Knot (Calidris canutus), A143, nb; Little tern (Sternula albifrons), A195, b; Marsh harrier (Circus aeruginosus), A081, b; Sandwich tern (Sterna sandvicensis), A191, b; Avocet (Recurvirostra avosetta), A132-A, b; Pink-footed goose (Anser brachyrhynchus), A040, nb; Dark-bellied brent goose, Branta bernicla bernicla - A675, nb; Bittern (Botaurus stellaris), A021, b; Wigeon (Anas penelope), A050, nb; Montagu's harrier (Circus pygargus), A084, b",01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989,-; -; -; -; -; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -
353,Morecambe Bay,SAC,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK0013027&SiteName=morecambe&SiteNameDisplay=Morecambe+Bay+SAC&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5314736417669120?category=4582026845880320,Condition_Unknown,,8,,,England inshore,,,UK0013027,,H1110 Sandbanks which are slightly covered by sea water all the time; H1130 Estuaries; H1140 Mudflats and sandflats not covered by seawater at low tide; H1150 Coastal lagoons; H1160 Large shallow inlets and bays; H1170 Reefs; H1220 Perennial vegetation of stony banks; H1310 Salicornia and other annuals colonising mud and sand; H1330 Atlantic salt meadows (Glauco-Puccinellietalia maritimae); H2110 Embryonic shifting dunes; H2120 Shifting dunes along the shoreline with Ammophila arenaria ('White dunes'); H2130 Fixed dunes with herbaceous vegetations ('Grey dunes'); H2150 Atlantic decalcified fixed dunes (Calluno-Ulicetea); H2170 Dune with Salix repens spp. Argentea (Salicion arenariae); H2190 Humid dune slacks; S1166 Great crested newt (Triturus cristatus),01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -
354,Solent Maritime,SAC,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK0030059&SiteName=solent&SiteNameDisplay=Solent+Maritime+SAC&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3194402?category=3229185,Mixed_Picture,,6,0.166,,England inshore,,,UK0030059,,H1110 Sandbanks which are slightly covered by sea water all the time; H1130 Estuaries; H1140 Mudflats and sandflats not covered by seawater at low tide; H1150 Coastal lagoons; H1210 Annual vegetation of drift lines; H1220 Perennial vegetation of stony banks; H1310 Salicornia and other annuals colonising mud and sand; H1320 Spartina swards (Spartinion maritimae); H1330 Atlantic salt meadows (Glauco-Puccinellietalia maritimae); H2120 Shifting dunes along the shoreline with Ammophila arenaria ('White dunes'); S1016 Desmoulin's whorl snail (Vertigo moulinsiana),01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005,-; -; -; -; -; -; -; -; -; -; -,Y; N; Y; Y; N; N; N; N; N; N; N,-; -; -; 100%; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,100%; -; 70%; -; -; -; -; -; -; -; -,-; -; 30%; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -
355,North Anglesey Marine / Gogledd Môn Forol,SAC,https://jncc.gov.uk/our-work/north-anglesey-marine-mpa/,,Recovered/Recovering,,1,1,,Northern Ireland offshore & Wales inshore & Wales offshore,,,UK0030398,,Harbour porpoise (Phocoena phocoena),26/02/2019,-,Y,-,-,-,-,-,-,-
356,Essex Estuaries,SAC,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK0013690&SiteName=Essex%20Estuaries&SiteNameDisplay=Essex+Estuaries+SAC&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3030183?category=3229185,Condition_Unknown,,7,0.0729,,England inshore,,,UK0013690,,H1110 Sandbanks which are slightly covered by sea water all the time; H1130 Estuaries; H1140 Mudflats and sandflats not covered by seawater at low tide; H1310 Salicornia and other annuals colonising mud and sand; H1320 Spartina swards (Spartinion maritimae); H1330 Atlantic salt meadows (Glauco-Puccinellietalia maritimae); H1420 Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005,-; -; -; -; -; -; -,Y; Y; Y; N; N; N; N,-; 51%; -; -; -; -; -,-; -; -; -; -; -; -,100%; 49%; 100%; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
357,Moray Firth,SAC,https://sitelink.nature.scot/site/8327,,Recovered/Recovering,,2,1,,Scotland inshore,,,UK0019808,,"Common scoter (Melanitta nigra), non-breeding; Eider (Somateria mollissima), non-breeding; Goldeneye (Bucephala clangula), non-breeding; Great northern diver (Gavia immer), non-breeding; Long-tailed duck (Clangula hyemalis), non-breeding; Red-breasted merganser (Mergus serrator), non-breeding; Red-throated diver (Gavia stellata), non-breeding; Scaup (Aythya marila), non-breeding; Shag (Phalacrocorax aristotelis), breeding; Shag (Phalacrocorax aristotelis), non-breeding; Slavonian grebe (Podiceps auritus), non-breeding; Velvet scoter (Melanitta fusca), non-breeding",03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020; 03/12/2020,-; -; -; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -
358,The Wash and North Norfolk Coast,SAC,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK0017075&SiteName=the%20wash%20and&SiteNameDisplay=The+Wash+and+North+Norfolk+Coast+SAC&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3244315?category=3229185,Condition_Unknown,,9,0.12444,,England inshore,,,UK0017075,,"H1110 Sandbanks which are slightly covered by sea water all the time; H1140 Mudflats and sandflats not covered by seawater at low tide; H1150 Coastal lagoons; H1160 Large shallow inlets and bays; H1170 Reefs; H1310 Salicornia and other annuals colonising mud and sand; H1330 Atlantic salt meadows (Glauco-Puccinellietalia maritimae); H1420 Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi); S1355 Otter (Lutra lutra); S1365 Harbour (common) seal, Phoca vitulina",01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005; 01/04/2005,-; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; N; N; N; N; N,72%; -; 100%; 39%; 1%; -; -; -; -; -,28%; -; -; -; 37%; -; -; -; -; -,-; 99%; -; 60%; 61%; -; -; -; -; -,-; 1%; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; 1%; 1%; -; -; -; -; -
359,Dogger Bank,SAC,https://data.jncc.gov.uk/data/26659f8d-271e-403d-8a6b-300defcabcb1/DoggerBank-4-Statements-v1.0.pdf,https://data.jncc.gov.uk/data/26659f8d-271e-403d-8a6b-300defcabcb1/DoggerBank-3-SACO-v1.0.pdf,Degraded/Degrading,,1,,,England offshore,,,UK0030352,,Sandbanks which are slightly covered by seawater all the time,1/9/2017,-,Y,-,-,-,-,-,-,-
360,Pen Llyn a`r Sarnau/ Lleyn Peninsula and the Sarnau,SAC,https://cdn.cyfoethnaturiol.cymru/ndgdy0kq/condition-assessment-for-pen-llyn-a-r-sarnau-sac.pdf,https://naturalresources.wales/media/694977/pen-llyn-ar-sarnau-reg-37-report-2018-english.pdf,Mixed_Picture,,12,0.58333,,Wales inshore,,,UK0013117,,Atlantic salt meadows (Glauco-Puccinellietalia maritimae); Bottlenose dolphin (Tursiops truncatus); Coastal lagoons - morfa gwyllt lagoon; Esturaries; Grey seal (Halichoerus grypus); Large shallow inlets and bays; Mudflats and sandflats not covered by seawater at low tide; Otter (Lutra lutra); Reefs; Salicornia and other annuals colonizing mud and sand; Sandbanks which are slightly covered by seawater all the time; Submerged or partially submerged sea caves,01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004,-; -; -; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -
361,North West Rockall Bank,SAC,https://data.jncc.gov.uk/data/7af4ea89-5edf-43dd-bac0-218be54a26ad/NWRBank-4-Conservation-Statements-V1.0.pdf,https://data.jncc.gov.uk/data/7af4ea89-5edf-43dd-bac0-218be54a26ad/NWRBank-4-Conservation-Statements-V1.0.pdf,Degraded/Degrading,,1,,,Scotland offshore,,,UK0030363,,Reefs,29/09/2017,-,Y,-,-,-,-,-,-,-
362,Pembrokeshire Marine/ Sir Benfro Forol,SAC,https://cdn.cyfoethnaturiol.cymru/5nyjebcc/condition-assessment-for-pembrokeshire-marine-sir-benfro-forol-sac.pdf,https://naturalresources.wales/media/691808/pembrokeshire_marine-_reg_37_report.pdf,Mixed_Picture,,14,0.1428571,,Wales inshore,,,UK0013116,,Allis shad (Alosa alosa); Twaite shad (Alosa fallax); Atlantic salt meadows (Glauco-Puccinellietalia maritimae); Coastal lagoons; Estuaries; Grey seal (Halichoerus grypus); Large shallow inlets and bays; Mudflats and sandflats not covered by seawater at low tide; Otter (Lutra lutra); Reefs; River lamprey (Lampetra fluviatilis); Sand banks which are slightly covered by seawater all the time; Sea lamprey (Petromyzon marinus); Shore dock (Rumex rupestris); Submerged or partially submerged sea caves,01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004; 01/12/2004,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -
363,Bristol Channel Approaches / Dynesfeydd Môr Hafren,SAC, https://jncc.gov.uk/our-work/bristol-channel-approaches-mpa/,https://jncc.gov.uk/our-work/bristol-channel-approaches-mpa/#conservation-advice,Recovered/Recovering,,1,1,,England inshore & England offshore & Wales inshore & Wales offshore,,,UK0030396,,Harbour porpoise (Phocoena phocoena),26/02/2019,-,Y,-,-,-,-,-,-,-
364,East Rockall Bank,SAC,https://data.jncc.gov.uk/data/9b2f1ad5-bc3a-49ca-a535-9503d0836a62/EastRockallBank-4-ConservationStatements-V1.0.pdf,https://data.jncc.gov.uk/data/9b2f1ad5-bc3a-49ca-a535-9503d0836a62/EastRockallBank-4-ConservationStatements-V1.0.pdf,Degraded/Degrading,,1,,,Scotland offshore,,,UK0030389,,Reefs,29/09/2017,-,Y,-,-,-,-,-,-,-
365,West Wales Marine / Gorllewin Cymru Forol,SAC,https://jncc.gov.uk/our-work/west-wales-marine-mpa/,https://data.jncc.gov.uk/data/029e40f3-5f67-4168-b10d-8730f2c40e0a/WWM-conservation-advice.pdf,Recovered/Recovering,,1,1,,Wales inshore & Wales offshore,,,UK0030397,,Sea-pen and burrowing megafauna communites; Subtidal mud; Subtidal sand,29/01/2016; 29/01/2016; 29/01/2016,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,N; N; N,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
366,Hatton Bank,SAC,https://data.jncc.gov.uk/data/312c2ca0-5600-46d7-a563-89825de7f1b6/HattonBank-4-ConservationStatements-V1.0.pdf,https://data.jncc.gov.uk/data/312c2ca0-5600-46d7-a563-89825de7f1b6/HattonBank-4-ConservationStatements-V1.0.pdf,Degraded/Degrading,,1,,,Scotland offshore,,,UK0030388,,Reefs,31/10/2012,-,Y,-,-,-,-,-,-,-
367,Southern North Sea,SAC,https://jncc.gov.uk/our-work/southern-north-sea-mpa/ ,https://jncc.gov.uk/our-work/southern-north-sea-mpa/,Recovered/Recovering,,1,1,,England inshore & England offshore,,,UK0030395,,Harbour porpoise (Phocoena phocoena),26/02/2019,-,Y,-,-,-,-,-,-,-
368,Inner Hebrides and the Minches,SAC,https://sitelink.nature.scot/site/10508,https://sitelink.nature.scot/site/10508,Recovered/Recovering,,1,1,,Scotland inshore,,,UK0030393,,Harbour porpoise (Phocoena phocoena),17/12/2018,Maintain in favourable condition,Y,-,-,-,-,-,-,-
369,West of Scotland ,Scottish NCMPA,https://jncc.gov.uk/our-work/west-of-scotland-mpa/##conservation-advice,https://data.jncc.gov.uk/data/37955242-d60b-4494-8e2c-94e93fb0de6f/west-of-scotland-conservation-objectives-management-advice.pdf,Degraded/Degrading,,15,,,Scotland,,Current,10571,JNCC,Subtidal coarse sediment; Subtidal mixed sediments; Subtidal sand,31/05/2019; 31/05/2019; 31/05/2019,Recover to favourable condition; Maintain in favourable condition; Recover to favourable condition,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
370,The Barra Fan and Hebrides Terrace Seamount ,Scottish NCMPA,https://data.jncc.gov.uk/data/30df3aa8-df35-44ff-af82-ee30b12167dd/BFHTS-4-ConservationStatements-V1.0.pdf,,Mixed_Picture,"While noted by JNCC as one feature 'the Geomorphological feature representative of the Barra Fan and The Peaches Slide complex key geodiversity areas' has 7 components (iceberg ploughmark field, prograding wedges, continental slope turbidite canyons, slide deposits,  scour moat, continental slope, Hebrides Terrace seamounthas) all of which are noted as in favourable condition except the icebrug ploughmark field. Therefore, we split this feature into the amount each component contributes to each condition category.",8,0.3571,,Scotland,,Current,10456,JNCC,"Burrowed mud (seapen and burrowing megafauna communities); Continental slope; Geomorphological features representative of the Barra Fan and The Peaches Slide complex key geodiversity areas: iceberg ploughmark field, prograding wedges, continental slope turbidite canyons, slide deposits,  scour moat, continental slope, Hebrides Terrace seamount; Offshore deep-sea muds; Offshore subtidal sands and gravels; Orange roughy (Hoplostethus atlanticus); Seamount; Seamount Communities",07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014,Recover to favourable condition; -; -; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; -; Recover to favourable condition,Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -
371,Geikie Slide and Hebridean Slope ,Scottish NCMPA,https://data.jncc.gov.uk/data/e8c7ab65-5d00-45c5-8a10-1cee8faf51bd/GSHS-4-ConservationStatements-V1.0.pdf,,Mixed_Picture,,5,0.4,,Scotland,,Current,10448,JNCC,Burrowed mud (seapens and burrowing megafauna); Continental slope; Offshore deep-sea muds; Offshore subtidal sands and gravels; Slide deposits and slide scars representative of the Geikie Slide key geodiversity area,07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014,-; -; -; -; -,Y; Y; Y; Y; Y,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
372,North-east Lewis ,Scottish NCMPA,https://www.nature.scot/sites/default/files/2019-06/North-east%20Lewis%20possible%20MPA%20-%20Conservation%20and%20Management%20Advice.pdf,,Recovered/Recovering,,4,1,,Scotland,,Current,10476,SNH,Marine geomorphology of the Scottish shelf seabed; Quaternary of Scotland; Risso's dolphin (Grampus griseus); Sandeels,17/12/2020; 17/12/2020; 17/12/2020; 17/12/2020,Conserve; Conserve; Conserve; Conserve,Y; Y; Y; Y,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
373,North-east Faroe-Shetland Channel ,Scottish NCMPA,https://data.jncc.gov.uk/data/91754596-aa1e-4a53-b45d-aa92806eb61c/NEFSC-4-ConservationStatements-v1.0.pdf,,Recovered/Recovering,,5,0.8,,Scotland,,Current,10450,JNCC,"A number of relict and active geodiversity features representative of the West Shetland margin paleo-depositional system, miller slide, north sea fan and pilot whale diapirs key geodiversity areas; Continental slope; Deep-sea sponge aggregations; Offshore deep-sea muds; Offshore subtidal sands and gravels",07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014,-; -; -; -; -,Y; Y; Y; Y; Y,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
374,Faroe-Shetland Sponge Belt ,Scottish NCMPA,https://data.jncc.gov.uk/data/1422e961-edfb-40e8-b1ad-2eaf67cf21f0/FSSB-4-ConservationStatements-V1.0.pdf,https://data.jncc.gov.uk/data/1422e961-edfb-40e8-b1ad-2eaf67cf21f0/FSSB-4-ConservationStatements-V1.0.pdf,Degraded/Degrading,,6,0.1666,,Scotland,,Current,10446,JNCC,"Continental slope (large-scale feature); Continental slope channels, Iceberg plough marks, progading wedges and slide deposits representative of the West Shetland margin paloe-depositional system key geodiversity area; Deep-sea sponge aggregations; Ocean quahog aggregations; Offshore subtidal sands and gravels; Sand wave fields and sediment wave fields representatve of the West Shetland margin contourite deposits key geodiversity area",07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014; 07/08/2014,Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition,Y; Y; Y; Y; Y; Y,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
375,Skomer ,MCZ,,,Condition_Unknown,,,,,Wales,,Designated,32M01,,No Features,5/7/1990,-,N,-,-,-,-,-,-,-
376,Strangford Lough ,MCZ,,,Condition_Unknown,MPA designated 18/09/2013 but feature(s) for this MCZ have not been designated yet.,0,,,Northern_Ireland,,Designated,UKMCZNI0001,,"Arctic tern (Sterna paradisaea), breeding; Common redshank (Tringa totanus), wintering; Common tern (Sterna hirundo), breeding; Knot (Calidris canutus), non-breeding; Light bellied brent goose (Branta bernicla hrota), wintering; Sandwich tern (Sterna sandvicensis), breeding; Waterbird assemblage, wintering",09/03/1998; 09/03/1998; 09/03/1998; 09/03/1998; 09/03/1998; 09/03/1998; 09/03/1998,-; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
377,Carlingford Lough ,MCZ,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/Designation%20Order%20-%20Carlingford%20Lough%20MCZ.pdf,,Recovered/Recovering,,1,1,,Northern_Ireland,,Designated,UKMCZNI0002,,"Common tern (Sterna hirundo), breeding; Light bellied brent goose (Branta bernicla hrota), wintering; Sandwich tern (Sterna sandvicensis), breeding",09/03/1998; 09/03/1998; 09/03/1998,-; -; -,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
378,Rathlin ,MCZ,https://www.daera-ni.gov.uk/publications/202324-summary-feature-condition-status,,Recovered/Recovering,,3,1,,Northern_Ireland,,Designated,UKMCZNI0004,,Black guillemot (Cepphus grylle); Deep-sea bed; Features indicating past change in relative sea level,12/12/2016; 12/12/2016; 12/12/2016,-; -; -,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
379,Outer Belfast Lough ,MCZ,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/Conservation%20Objectives%20and%20Potential%20Management%20Options%20-%20Outer%20Belfast%20Lough%20MCZ_0.pdf,,Degraded/Degrading,,2,,,Northern_Ireland,,Designated,UKMCZNI0003,,Ocean quahog (Arctica islandica); Subtidal (sublittoral) sand,12/12/2016; 12/12/2016,Recover to favourable condition; Recover to favourable condition,Y; Y,-; -,-; -,-; -,-; -,-; -,-; -,-; -
380,Waterfoot ,MCZ,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/Conservation%20Objectives%20and%20Potential%20Management%20Options%20-%20Waterfoot%20MCZ.pdf,,Recovered/Recovering,,1,1,,Northern_Ireland,,Designated,UKMCZNI0005,,Subtidal (sublittoral) sand: seagrass bed (Zostera marina),12/12/2016,Maintain in favourable condition,Y,-,-,-,-,-,-,-
